Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A663237,China,01/05/2014 12:20:00 PM,01/05/2014 12:20:00 PM,Cesar Chavez And Martinez in Austin (TX),Stray,Normal,Dog,Spayed Female,9 months,Boston Terrier/Pembroke Welsh Corgi,Black/White
A815427,Ash,03/15/2020 03:50:00 PM,03/15/2020 03:50:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A733066,Scooby Dee,08/27/2016 11:44:00 AM,08/27/2016 11:44:00 AM,7200 East Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Black Mouth Cur Mix,Tan/White
A740708,,12/21/2016 02:57:00 PM,12/21/2016 02:57:00 PM,3406 Catalina in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,German Shepherd/Great Pyrenees,Tan/White
A664262,,10/01/2013 11:45:00 AM,10/01/2013 11:45:00 AM,4915 Yager Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange Tabby
A720351,Norman,02/07/2016 02:03:00 PM,02/07/2016 02:03:00 PM,Garbacz Dr And Rockland Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby/White
A596218,Coco,03/29/2018 04:27:00 PM,03/29/2018 04:27:00 PM,East Cesar Chavez Street And Mildred Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,12 years,Chihuahua Shorthair,Chocolate/Tan
A821941,,08/23/2020 08:51:00 AM,08/23/2020 08:51:00 AM,4434 Frontier Trail in Austin (TX),Stray,Nursing,Cat,Intact Male,5 days,Domestic Shorthair,White/Brown Tabby
A740584,,12/19/2016 05:10:00 PM,12/19/2016 05:10:00 PM,20412 Keilman Ln in Travis (TX),Stray,Normal,Dog,Intact Female,6 months,Pit Bull Mix,Brown
A713772,Myrtle,10/12/2015 04:55:00 PM,10/12/2015 04:55:00 PM,6301 Linda Ln in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A801103,Churches,07/31/2019 12:35:00 PM,07/31/2019 12:35:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,2 months,Domestic Shorthair,Blue
A732885,,08/14/2016 01:19:00 PM,08/14/2016 01:19:00 PM,7601 Old Lockhart Rd in Travis (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Calico
A689869,,10/10/2014 06:32:00 PM,10/10/2014 06:32:00 PM,6700 Elroy Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Cairn Terrier Mix,Buff/White
A667026,Mo,11/11/2013 12:48:00 PM,11/11/2013 12:48:00 PM,4041 South Congress in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A787054,*Rexx,01/24/2019 03:17:00 PM,01/24/2019 03:17:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White
A749815,,05/20/2017 08:15:00 AM,05/20/2017 08:15:00 AM,Burleson Rd in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Black
A675229,Snow,03/25/2014 12:30:00 PM,03/25/2014 12:30:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Cairn Terrier Mix,Cream
A758183,*Fletcher,09/12/2017 02:43:00 PM,09/12/2017 02:43:00 PM,7901 Metrololis Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Brown
A732427,*Tina,08/07/2016 02:10:00 PM,08/07/2016 02:10:00 PM,E Riverside Dr & Wickersham Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Schnauzer/Miniature Poodle,Gray
A675001,,03/21/2014 12:37:00 PM,03/21/2014 12:37:00 PM,4100 Westbank Dr in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown
A798104,*Lily,06/21/2019 02:45:00 PM,06/21/2019 02:45:00 PM,Outside Jurisdiction,Stray,Injured,Dog,Intact Female,6 years,Pointer/Beagle,White/Brown
A711096,Schatzi,03/10/2017 03:11:00 PM,03/10/2017 03:11:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,American Staffordshire Terrier Mix,Blue/White
A733963,,08/30/2016 10:21:00 AM,08/30/2016 10:21:00 AM,2008 Leeann Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A674020,,03/06/2014 10:24:00 AM,03/06/2014 10:24:00 AM,16320 Castletroy Dr in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Skunk Mix,Black/White
A667174,Rusty,11/13/2013 06:56:00 PM,11/13/2013 06:56:00 PM,Forest Wood/Dittmar in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,Tan/White
A728810,,06/08/2016 05:30:00 PM,06/08/2016 05:30:00 PM,8210 Chalk Knoll Drive in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue
A682807,Kent,07/03/2014 12:29:00 PM,07/03/2014 12:29:00 PM,600 W Carrie Manor St in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,German Shepherd Mix,Black/Brown
A810107,Daisy,12/31/2019 11:12:00 AM,12/31/2019 11:12:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,2 months,Collie Smooth Mix,Tricolor
A668490,,12/04/2013 01:10:00 PM,12/04/2013 01:10:00 PM,8912 N.Lamar Blvd in Austin (TX),Stray,Normal,Cat,Unknown,3 months,Domestic Shorthair Mix,Blue Tabby
A738231,Olive,11/11/2016 01:54:00 PM,11/11/2016 01:54:00 PM,10100 Wolftrap Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Dachshund Mix,Tricolor
A788104,Beaux,01/26/2019 02:04:00 PM,01/26/2019 02:04:00 PM,14200 Ranch Road 620 in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Beagle Mix,Tricolor/Brown
A692109,Ada,11/14/2014 03:59:00 PM,11/14/2014 03:59:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Tricolor
A711229,Ella,09/04/2015 09:57:00 AM,09/04/2015 09:57:00 AM,Springdale in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A797883,,06/19/2019 07:34:00 AM,06/19/2019 07:34:00 AM,Parmer Lane in Austin (TX),Stray,Sick,Dog,Intact Female,9 months,Standard Schnauzer,Gray/White
A802191,*Goji,08/15/2019 10:20:00 AM,08/15/2019 10:20:00 AM,412 East William Cannon Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Russian Blue,Blue
A793336,,04/23/2019 04:31:00 PM,04/23/2019 04:31:00 PM,5007 Delores Ave in Austin (TX),Stray,Injured,Bird,Unknown,1 year,Waxwing Mix,Gray/Yellow
A712578,Lily,09/25/2015 01:50:00 PM,09/25/2015 01:50:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Papillon Mix,White
A799639,Fantasia,08/04/2019 11:17:00 AM,08/04/2019 11:17:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Medium Hair,Blue/White
A741116,Sarge,12/28/2016 01:10:00 PM,12/28/2016 01:10:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby/White
A742314,Bearry,01/22/2017 11:29:00 AM,01/22/2017 11:29:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Beagle,Black
A684798,Lexi,07/28/2014 06:00:00 PM,07/28/2014 06:00:00 PM,Autumn Bay Dr And Montezuma St in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Tricolor
A756300,Winston,08/17/2017 12:22:00 PM,08/17/2017 12:22:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A779715,Shorty,03/07/2019 03:52:00 PM,03/07/2019 03:52:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Staffordshire,Fawn/White
A685223,Hana,08/04/2014 01:00:00 PM,08/04/2014 01:00:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 years,German Shepherd Mix,Black/Tan
A687473,,09/05/2014 10:00:00 AM,09/05/2014 10:00:00 AM,16403 Summit in Travis (TX),Stray,Sick,Dog,Intact Male,1 month,Pit Bull Mix,Black
A688567,*Cooper,09/20/2014 04:16:00 PM,09/20/2014 04:16:00 PM,11936 Sunhillow Bend in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A712173,*Jackson,09/18/2015 04:59:00 PM,09/18/2015 04:59:00 PM,7112 Apoloosa in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A690875,Domino,10/27/2014 03:24:00 PM,10/27/2014 03:24:00 PM,183/Mlk in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Labrador Retriever/Border Collie,Black/White
A758038,,09/10/2017 02:05:00 PM,09/10/2017 02:05:00 PM,7100 Colony Park Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky Mix,Black/White
A816347,*Beau,04/15/2020 09:13:00 AM,04/15/2020 09:13:00 AM,2250 Ridgemont Drive in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 months,Bloodhound,Brown/White
A694101,Bella,12/20/2014 10:50:00 AM,12/20/2014 10:50:00 AM,5118 Heflin Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Jack Russell Terrier Mix,Tricolor
A666762,*Sparrow,11/06/2013 05:52:00 PM,11/06/2013 05:52:00 PM,Agua Vista/Buffalo Gap Rd in Lakeway (TX),Stray,Normal,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black/White
A691803,*Polly,11/09/2014 05:53:00 PM,11/09/2014 05:53:00 PM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Toy Fox Terrier Mix,White/Black
A786220,,12/19/2018 03:14:00 PM,12/19/2018 03:14:00 PM,14107 Sleepy Hollow Drive in Pflugerville (TX),Stray,Normal,Cat,Unknown,7 months,Domestic Shorthair Mix,Black
A695251,,01/12/2015 11:03:00 AM,01/12/2015 11:03:00 AM,209 Schirra Place in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A799444,,07/08/2019 05:03:00 PM,07/08/2019 05:03:00 PM,5202 Nuckols Crossing Road in Austin (TX),Stray,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby
A742326,Kayla,01/19/2017 06:06:00 PM,01/19/2017 06:06:00 PM,11906 Whitewing in Austin (TX),Public Assist,Normal,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black
A711896,Canela,09/13/2015 12:59:00 PM,09/13/2015 12:59:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever/Rhod Ridgeback,Tan/White
A687800,Kaden,09/10/2014 11:08:00 AM,09/10/2014 11:08:00 AM,3300 Killingsworth Ln. #307 in Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Dachshund/Chihuahua Shorthair,White/Tan
A794013,*Itsy,05/02/2019 05:36:00 PM,05/02/2019 05:36:00 PM,183 And Springdale in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby
A664941,Tequila,04/12/2015 12:49:00 PM,04/12/2015 12:49:00 PM,Webberville Road & East 12Th Street in Austin (TX),Public Assist,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,Red/White
A682068,Greyworm,06/23/2014 06:13:00 PM,06/23/2014 06:13:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Blue
A683808,Tomtom,07/15/2014 03:38:00 PM,07/15/2014 03:38:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Blue/White
A824733,,10/19/2020 06:43:00 PM,10/19/2020 06:43:00 PM,6008 Merriwood Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby/White
A812834,Echo,01/29/2020 02:47:00 PM,01/29/2020 02:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,Siberian Husky,Black/White
A804591,,09/16/2019 11:40:00 AM,09/16/2019 11:40:00 AM,8102 Linden Road in Travis (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Blue Tabby/White
A722194,,03/12/2016 01:09:00 PM,03/12/2016 01:09:00 PM,2005 Bouldin in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Lynx Point
A705377,Oso,06/16/2015 02:38:00 PM,06/16/2015 02:38:00 PM,8000 Taza Ln in Travis (TX),Public Assist,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White
A730870,Oreo,01/21/2018 02:20:00 PM,01/21/2018 02:20:00 PM,East Slaughter And Bluff Springs in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Shih Tzu,Black/White
A764949,,01/09/2018 04:29:00 PM,01/09/2018 04:29:00 PM,West Dittmar And Dempsey Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,White/Brown
A721784,,03/04/2016 12:14:00 PM,03/04/2016 12:14:00 PM,Braker Ln & Renel Dr in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,Black/Tan
A816806,,04/28/2020 01:24:00 PM,04/28/2020 01:24:00 PM,9604 Bock Road in Mustang Ridge (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Brown/White
A664887,*Gia,10/10/2013 01:48:00 PM,10/10/2013 01:48:00 PM,1901 Onion Creek Pkwy in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A683331,,07/09/2014 12:58:00 PM,07/09/2014 12:58:00 PM,14811 Chicadee in Pflugerville (TX),Public Assist,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby
A674012,*Bill,03/05/2014 09:22:00 PM,03/05/2014 09:22:00 PM,2815 E 71 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog,Blue Merle
A746979,Teddy,04/12/2017 10:06:00 AM,04/12/2017 10:06:00 AM,7601 Daffan Ln in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown Brindle
A802705,*Jon,08/21/2019 03:41:00 PM,08/21/2019 03:41:00 PM,5006 Table Top in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,White/Brown Tabby
A759430,*Whitney,10/20/2017 12:33:00 PM,10/20/2017 12:33:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White
A780528,,09/16/2018 01:19:00 PM,09/16/2018 01:19:00 PM,510 Hickory Ridge in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A758651,*Harmony,09/19/2017 05:36:00 PM,09/19/2017 05:36:00 PM,Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A748338,Mia,05/03/2017 02:10:00 PM,05/03/2017 02:10:00 PM,15100 Stave Oak Lane in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Dachshund Mix,Black/Tan
A690816,*Chrissie,10/26/2014 02:37:00 PM,10/26/2014 02:37:00 PM,1901 W William Cannon Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A726117,Margaret,05/06/2016 03:24:00 PM,05/06/2016 03:24:00 PM,6710 Arroyo Seco in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Rottweiler/German Shepherd,Black/Tan
A786674,Max,02/05/2019 03:45:00 PM,02/05/2019 03:45:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,2 years,Australian Shepherd Mix,Red/White
A752120,*Piggy,06/18/2017 12:59:00 PM,06/18/2017 12:59:00 PM,Barton Point Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,Labrador Retriever Mix,Black
A729374,*Velvet,05/03/2017 12:00:00 PM,05/03/2017 12:00:00 PM,Austin (TX),Stray,Injured,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A674023,Emma,03/06/2014 10:54:00 AM,03/06/2014 10:54:00 AM,8010 N Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Red/White
A732826,*Claressa,08/13/2016 02:22:00 PM,08/13/2016 02:22:00 PM,7619 Scenic Brook in Austin (TX),Public Assist,Sick,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black
A757624,Marigold,09/04/2017 02:45:00 PM,09/04/2017 02:45:00 PM,Outside Jurisdiction,Public Assist,Normal,Dog,Spayed Female,2 years,Pit Bull,Black/White
A720321,Haydee,07/07/2017 01:16:00 PM,07/07/2017 01:16:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A784158,Julia,11/12/2018 03:26:00 PM,11/12/2018 03:26:00 PM,4902 Scarsdale Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix,White/Brown Brindle
A727451,*Sean,05/22/2016 01:04:00 PM,05/22/2016 01:04:00 PM,6900 Old Bee Caves Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A702482,*Cosmo,05/14/2015 12:47:00 PM,05/14/2015 12:47:00 PM,Mcneil Dr & San Felipe Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,11 months,Basenji/Australian Cattle Dog,Red/White
A702501,Phat Phat,05/14/2015 03:36:00 PM,05/14/2015 03:36:00 PM,6430 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull/Boxer,Tan/White
A728599,,06/06/2016 12:33:00 PM,06/06/2016 12:33:00 PM,2819 Foster Ln in Austin (TX),Stray,Normal,Cat,Unknown,2 days,Domestic Shorthair Mix,Blue
A726708,Peluche,09/08/2019 11:54:00 AM,09/08/2019 11:54:00 AM,Hammermill Run in Austin (TX),Stray,Normal,Dog,Neutered Male,11 years,Lhasa Apso Mix,Black/White
A789316,Honey,02/19/2019 12:04:00 PM,02/19/2019 12:04:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,9 years,Pomeranian,Red
A724243,*Walker,04/14/2016 03:10:00 PM,04/14/2016 03:10:00 PM,7807 Linden Road in Travis (TX),Stray,Normal,Dog,Intact Male,8 months,Shih Tzu/Chihuahua Shorthair,White/Black
A726078,,05/05/2016 07:38:00 PM,05/05/2016 07:38:00 PM,9509 Nightstar Dr in Del Valle (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A807130,*Princess Peach,12/02/2019 05:19:00 PM,12/02/2019 05:19:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,2 months,Domestic Medium Hair,Calico
A784375,,11/15/2018 11:07:00 AM,11/15/2018 11:07:00 AM,Airline Terrace And Viewing Place in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Miniature Schnauzer/Yorkshire Terrier,Black/Brown
A707681,*Dopey,07/16/2015 11:05:00 AM,07/16/2015 11:05:00 AM,2906 Gem Circle in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A788881,Friend,02/10/2019 04:32:00 PM,02/10/2019 04:32:00 PM,Mckenzie Road And Fm 973 in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,American Pit Bull Terrier Mix,Blue Tiger/White
A705601,*Hank,06/19/2015 01:49:00 PM,06/19/2015 01:49:00 PM,Merrilltown Dr And Noya Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog Mix,White/Tan
A728857,Tigger,06/09/2016 04:05:00 PM,06/09/2016 04:05:00 PM,Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A757879,*Dallas,09/07/2017 05:20:00 PM,09/07/2017 05:20:00 PM,8507 Bluff Springs Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Plott Hound Mix,Black Brindle
A744408,,02/28/2017 01:09:00 PM,02/28/2017 01:09:00 PM,5117  North Lamar Blvd in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A665800,*Precious,10/23/2013 11:08:00 AM,10/23/2013 11:08:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Tortie
A750594,Gigi,05/29/2017 01:04:00 PM,05/29/2017 01:04:00 PM,Briarton Dr And Thaxton Rd in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Shih Tzu Mix,Cream/Black
A796595,,06/03/2019 12:43:00 PM,06/03/2019 12:43:00 PM,8700 Lucinda in Travis (TX),Stray,Normal,Dog,Intact Female,3 months,Labrador Retriever/Great Pyrenees,White/Black
A757675,Bauer,09/06/2017 12:31:00 PM,09/06/2017 12:31:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Miniature Schnauzer,Gray
A823878,*Solange,10/01/2020 01:26:00 PM,10/01/2020 01:26:00 PM,1126 Emmitt Run in Austin (TX),Stray,Nursing,Cat,Intact Female,4 weeks,Domestic Shorthair,Black/White
A653297,Flor,12/31/2019 11:10:00 AM,12/31/2019 11:10:00 AM,East Riverside Drive And Wickersham in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Rat Terrier,Tricolor
A676116,*Girly,04/04/2014 04:55:00 PM,04/04/2014 04:55:00 PM,Hunnington Meadows in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A758780,Tilly,09/21/2017 05:13:00 PM,09/21/2017 05:13:00 PM,400 West Anderson in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Rat Terrier Mix,Black/White
A772015,Daisy Mae,05/13/2018 03:50:00 PM,05/13/2018 03:50:00 PM,6803 A Blue Dawn Trail in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Norfolk Terrier/Chihuahua Shorthair,Tan/White
A794878,,05/13/2019 01:38:00 PM,05/13/2019 01:38:00 PM,11003 Harris Branch Parkway in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue
A738040,Coda,11/08/2016 05:38:00 PM,11/08/2016 05:38:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,German Shepherd Mix,Tan/White
A732105,Willa,08/07/2016 01:18:00 PM,08/07/2016 01:18:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,6 years,German Shepherd Mix,Black/Tan
A816311,,04/13/2020 08:28:00 PM,04/13/2020 08:28:00 PM,6503 Bridgewater Cv in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Bat,Brown
A802486,,08/18/2019 04:58:00 PM,08/18/2019 04:58:00 PM,1800 East Stassney Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby/White
A762803,,11/27/2017 04:24:00 PM,11/27/2017 04:24:00 PM,6118 Fairway Street in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Labrador Retriever/Pointer,White/Black
A781049,,09/24/2018 07:12:00 AM,09/24/2018 07:12:00 AM,Braker Ln And Dessau Rd in Austin (TX),Stray,Injured,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A824113,*Artemis,10/06/2020 05:53:00 PM,10/06/2020 05:53:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Calico/White
A744621,Stella,03/04/2017 12:13:00 PM,03/04/2017 12:13:00 PM,2520 Elmont Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A713234,Cobes,05/05/2016 05:21:00 PM,05/05/2016 05:21:00 PM,4106 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Blue Cream/White
A739237,Little Bit,11/29/2016 03:22:00 PM,11/29/2016 03:22:00 PM,11609 Raymond C. Ewry in Austin (TX),Public Assist,Aged,Dog,Spayed Female,8 years,Beagle Mix,Tricolor
A819446,*Charlie,06/29/2020 11:36:00 AM,06/29/2020 11:36:00 AM,2300 Doris Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A771401,Molly,05/04/2018 02:13:00 PM,05/04/2018 02:13:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Black/White
A804245,,09/12/2019 11:38:00 AM,09/12/2019 11:38:00 AM,1807 West Slaughter Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Smooth Fox Terrier,Black Brindle/White
A694335,,12/26/2014 11:39:00 AM,12/26/2014 11:39:00 AM,6900 Geneva in Austin (TX),Stray,Injured,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A744906,Lucious,03/09/2017 12:31:00 PM,03/09/2017 12:31:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,4 years,Siamese Mix,Chocolate Point
A759449,*Shelby,10/02/2017 10:08:00 AM,10/02/2017 10:08:00 AM,Merrilltown Drive And Mopac Expressway in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pit Bull Mix,Red/White
A749619,*Greyson,05/17/2017 11:33:00 AM,05/17/2017 11:33:00 AM,1209 Rosewood Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
A764450,Cake,12/30/2017 01:04:00 PM,12/30/2017 01:04:00 PM,Garcreek Circle And Riverstone Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Black/Black
A813331,Ki,02/08/2020 11:37:00 AM,02/08/2020 11:37:00 AM,6802 Spruce Gum Lane in Austin (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Blue/White
